Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
2005-2006,Female,19-Feb,All,Potassium,"1,989.40",39.8,"2,068.00","1,910.70",,,,
2005-2006,Female,5-Feb,All,Potassium,"1,976.80",64.2,"1,850.00","2,103.70",,,,
2005-2006,Female,11-Jun,All,Potassium,"2,015.80",75.9,"1,865.80","2,165.70",,,,
2005-2006,Female,19-Dec,All,Potassium,"1,976.10",56.1,"1,865.20","2,086.90",,,,
2005-2006,Female,20 and over,All,Potassium,"2,366.00",37.7,"2,440.30","2,291.60",,,,
2005-2006,Female,20-29,All,Potassium,"2,205.30",115.1,"1,977.90","2,432.70",,,,
2005-2006,Female,30-39,All,Potassium,"2,453.40",69.5,"2,316.20","2,590.60",,,,
2005-2006,Female,40-49,All,Potassium,"2,443.50",39.7,"2,364.90","2,522.00",,,,
2005-2006,Female,50-59,All,Potassium,"2,457.80",91.5,"2,276.90","2,638.60",,,,
2005-2006,Female,60-69,All,Potassium,"2,375.90",84.8,"2,208.50","2,543.40",,,,
2005-2006,Female,70 and over,All,Potassium,"2,222.70",74.9,"2,074.70","2,370.70",,,,
2005-2006,Male,19-Feb,All,Potassium,"2,443.30",55,"2,552.00","2,334.70",,,,
2005-2006,Male,5-Feb,All,Potassium,"2,083.50",56.8,"1,971.30","2,195.60",,,,
2005-2006,Male,11-Jun,All,Potassium,"2,258.50",48.9,"2,162.00","2,355.00",,,,
2005-2006,Male,19-Dec,All,Potassium,"2,729.50",75.8,"2,579.80","2,879.30",,,,
2005-2006,Male,20 and over,All,Potassium,"3,174.50",43.2,"3,259.90","3,089.20",,,,
2005-2006,Male,20-29,All,Potassium,"2,950.80",73.9,"2,804.80","3,096.90",,,,
2005-2006,Male,30-39,All,Potassium,"3,376.90",75.3,"3,228.20","3,525.70",,,,
2005-2006,Male,40-49,All,Potassium,"3,310.90",76.7,"3,159.50","3,462.40",,,,
2005-2006,Male,50-59,All,Potassium,"3,282.80",101.4,"3,082.50","3,483.00",,,,
2005-2006,Male,60-69,All,Potassium,"3,076.90",110.6,"2,858.50","3,295.30",,,,
2005-2006,Male,70 and over,All,Potassium,"2,862.80",75.9,"2,712.90","3,012.70",,,,
2005-2006,All,19-Feb,All,Saturated Fat,30.3,0.7,29,31.7,,,,
2005-2006,All,19-Feb,Non-Hispanic White,Saturated Fat,32,0.8,30.4,33.6,,,,
2005-2006,All,19-Feb,Non-Hispanic Black,Saturated Fat,28.8,1.3,26.3,31.3,,,,
2005-2006,All,19-Feb,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,19-Feb,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,19-Feb,Mexican American,Saturated Fat,27,0.8,25.4,28.5,,,,
2005-2006,All,5-Feb,All,Saturated Fat,20.3,0.5,19.2,21.3,,,,
2005-2006,All,11-Jun,All,Saturated Fat,26.8,0.6,25.7,28,,,,
2005-2006,All,19-Dec,All,Saturated Fat,30.3,0.7,29,31.7,,,,
2005-2006,All,20 and over,All,Saturated Fat,28.1,0.6,27,29.2,,,,
2005-2006,All,20 and over,Non-Hispanic White,Saturated Fat,29,0.7,27.7,30.3,,,,
2005-2006,All,20 and over,Non-Hispanic Black,Saturated Fat,26.6,0.8,25.1,28.2,,,,
2005-2006,All,20 and over,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Mexican American,Saturated Fat,25.6,0.7,24.2,26.9,,,,
2005-2006,All,20-29,All,Saturated Fat,29.7,1.1,27.5,31.8,,,,
2005-2006,All,30-39,All,Saturated Fat,31.7,1.1,29.5,33.9,,,,
2005-2006,All,40-49,All,Saturated Fat,29.4,0.8,27.8,31,,,,
2005-2006,All,50-59,All,Saturated Fat,28,0.9,26.1,29.8,,,,
2005-2006,All,60-69,All,Saturated Fat,24.2,0.9,22.5,25.9,,,,
2005-2006,All,70 and over,All,Saturated Fat,22,0.6,20.9,23.1,,,,
2005-2006,Female,19-Feb,All,Saturated Fat,24.6,0.5,23.7,25.6,,,,
2005-2006,Female,5-Feb,All,Saturated Fat,19.1,0.9,17.4,20.8,,,,
2005-2006,Female,11-Jun,All,Saturated Fat,25.4,0.7,24,26.8,,,,
2005-2006,Female,19-Dec,All,Saturated Fat,24.6,0.5,23.7,25.6,,,,
2005-2006,Female,20 and over,All,Saturated Fat,23.2,0.6,22.1,24.3,,,,
2005-2006,Female,20-29,All,Saturated Fat,25.6,1.4,22.9,28.3,,,,
2005-2006,Female,30-39,All,Saturated Fat,24.4,0.7,23.1,25.8,,,,
2005-2006,Female,40-49,All,Saturated Fat,24.3,1,22.3,26.4,,,,
2005-2006,Female,50-59,All,Saturated Fat,22.7,0.9,20.9,24.5,,,,
2005-2006,Female,60-69,All,Saturated Fat,21,1.1,18.8,23.3,,,,
2005-2006,Female,70 and over,All,Saturated Fat,19.2,0.5,18.2,20.3,,,,
2005-2006,Male,19-Feb,All,Saturated Fat,35.6,0.9,33.7,37.4,,,,
2005-2006,Male,5-Feb,All,Saturated Fat,21.4,0.6,20.3,22.5,,,,
2005-2006,Male,11-Jun,All,Saturated Fat,28.3,0.7,27,29.7,,,,
2005-2006,Male,19-Dec,All,Saturated Fat,35.6,0.9,33.7,37.4,,,,
2005-2006,Male,20 and over,All,Saturated Fat,33.4,0.7,32.1,34.8,,,,
2005-2006,Male,20-29,All,Saturated Fat,33.8,1.3,31.2,36.3,,,,
2005-2006,Male,30-39,All,Saturated Fat,38.7,1.6,35.6,41.8,,,,
2005-2006,Male,40-49,All,Saturated Fat,35.2,1,33.1,37.2,,,,
2005-2006,Male,50-59,All,Saturated Fat,33.3,1.6,30.1,36.5,,,,
2005-2006,Male,60-69,All,Saturated Fat,27.9,1.2,25.5,30.3,,,,
2005-2006,Male,70 and over,All,Saturated Fat,25.8,0.8,24.2,27.5,,,,
2005-2006,All,19-Feb,All,Sodium,"3,636.70",90.4,"3,458.20","3,815.30",,,,
2005-2006,All,19-Feb,Non-Hispanic White,Sodium,"3,777.50",124.5,"3,531.60","4,023.40",,,,
2005-2006,All,19-Feb,Non-Hispanic Black,Sodium,"3,409.40",169.7,"3,074.10","3,744.70",,,,
2005-2006,All,19-Feb,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,19-Feb,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,19-Feb,Mexican American,Sodium,"3,353.10",86.1,"3,183.10","3,523.10",,,,
2005-2006,All,5-Feb,All,Sodium,"2,270.30",34.2,"2,202.70","2,337.90",,,,
2005-2006,All,11-Jun,All,Sodium,"3,083.40",75,"2,935.30","3,231.50",,,,
2005-2006,All,19-Dec,All,Sodium,"3,636.70",90.4,"3,458.20","3,815.30",,,,
2005-2006,All,20 and over,All,Sodium,"3,531.10",54.2,"3,424.10","3,638.10",,,,
2005-2006,All,20 and over,Non-Hispanic White,Sodium,"3,597.00",63.2,"3,472.10","3,721.90",,,,
2005-2006,All,20 and over,Non-Hispanic Black,Sodium,"3,337.00",90.4,"3,158.30","3,515.60",,,,
2005-2006,All,20 and over,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Mexican American,Sodium,"3,298.40",91.8,"3,117.10","3,479.80",,,,
2005-2006,All,20-29,All,Sodium,"3,788.30",106.1,"3,578.70","3,997.90",,,,
2005-2006,All,30-39,All,Sodium,"3,963.70",102.6,"3,760.90","4,166.50",,,,
2005-2006,All,40-49,All,Sodium,"3,667.90",106,"3,458.60","3,877.20",,,,
2005-2006,All,50-59,All,Sodium,"3,475.30",88.7,"3,300.10","3,650.50",,,,
2005-2006,All,60-69,All,Sodium,"3,130.40",87.7,"2,957.00","3,303.70",,,,
2005-2006,All,70 and over,All,Sodium,"2,705.00",43.1,"2,619.80","2,790.20",,,,
2005-2006,Female,19-Feb,All,Sodium,"2,949.90",88.9,"2,774.20","3,125.50",,,,
2005-2006,Female,5-Feb,All,Sodium,"2,145.70",63.4,"2,020.40","2,271.00",,,,
2005-2006,Female,11-Jun,All,Sodium,"2,965.60",100.3,"2,767.30","3,163.80",,,,
2005-2006,Female,19-Dec,All,Sodium,"2,949.90",88.9,"2,774.20","3,125.50",,,,
2005-2006,Female,20 and over,All,Sodium,"2,933.20",50.4,"2,833.70","3,032.70",,,,
2005-2006,Female,20-29,All,Sodium,"3,106.80",122.4,"2,865.10","3,348.60",,,,
2005-2006,Female,30-39,All,Sodium,"3,186.50",98.4,"2,992.20","3,380.90",,,,
2005-2006,Female,40-49,All,Sodium,"3,058.80",90,"2,881.00","3,236.70",,,,
2005-2006,Female,50-59,All,Sodium,"3,000.70",70.2,"2,862.00","3,139.40",,,,
2005-2006,Female,60-69,All,Sodium,"2,605.80",78.7,"2,450.40","2,761.30",,,,
2005-2006,Female,70 and over,All,Sodium,"2,395.40",53.6,"2,289.50","2,501.30",,,,
2005-2006,Male,19-Feb,All,Sodium,"4,265.60",108.4,"4,051.40","4,479.80",,,,
2005-2006,Male,5-Feb,All,Sodium,"2,395.10",29.4,"2,336.90","2,453.30",,,,
2005-2006,Male,11-Jun,All,Sodium,"3,201.90",81.9,"3,040.10","3,363.70",,,,
2005-2006,Male,19-Dec,All,Sodium,"4,265.60",108.4,"4,051.40","4,479.80",,,,
2005-2006,Male,20 and over,All,Sodium,"4,178.30",67.1,"4,045.60","4,310.90",,,,
2005-2006,Male,20-29,All,Sodium,"4,475.70",127.4,"4,224.00","4,727.50",,,,
2005-2006,Male,30-39,All,Sodium,"4,715.00",140,"4,438.30","4,991.60",,,,
2005-2006,Male,40-49,All,Sodium,"4,350.40",147.6,"4,058.80","4,642.00",,,,
2005-2006,Male,50-59,All,Sodium,"3,955.80",150.6,"3,658.30","4,253.30",,,,
2005-2006,Male,60-69,All,Sodium,"3,738.10",134.8,"3,471.80","4,004.40",,,,
2005-2006,Male,70 and over,All,Sodium,"3,141.80",68.6,"3,006.20","3,277.40",,,,
2005-2006,All,19-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,19-Feb,Non-Hispanic White,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,19-Feb,Non-Hispanic Black,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,19-Feb,Non-Hispanic Asian,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,19-Feb,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,19-Feb,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,5-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,11-Jun,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,19-Dec,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,Non-Hispanic White,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,Non-Hispanic Black,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,Non-Hispanic Asian,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,20 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,20 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,19-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,5-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,11-Jun,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,19-Dec,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,19-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,5-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,11-Jun,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,19-Dec,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2007-2008,All,19-Feb,All,Calcium,"1,026.70",33,"1,091.90",961.6,,,,
2007-2008,All,19-Feb,Non-Hispanic White,Calcium,"1,110.40",51,"1,211.30","1,009.60",,,,
2007-2008,All,19-Feb,Non-Hispanic Black,Calcium,798,40.4,877.8,718.2,,,,
2007-2008,All,19-Feb,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,19-Feb,Hispanic,Calcium,967.6,36.8,"1,040.30",894.9,,,,
2007-2008,All,19-Feb,Mexican American,Calcium,962,56.4,"1,073.40",850.5,,,,
2007-2008,All,5-Feb,All,Calcium,984.9,34.2,917.4,"1,052.50",,,,
2007-2008,All,11-Jun,All,Calcium,956,30.1,896.6,"1,015.40",,,,
2007-2008,All,19-Dec,All,Calcium,"1,026.70",33,961.6,"1,091.90",,,,
2007-2008,All,20 and over,All,Calcium,929.2,22.7,974.2,884.3,,,,
2007-2008,All,20 and over,Non-Hispanic White,Calcium,967.6,28.1,"1,023.10",912.2,,,,
2007-2008,All,20 and over,Non-Hispanic Black,Calcium,788,32.2,851.6,724.4,,,,
2007-2008,All,20 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,20 and over,Hispanic,Calcium,913.6,20.8,954.6,872.6,,,,
2007-2008,All,20 and over,Mexican American,Calcium,913.3,27.4,967.3,859.2,,,,
2007-2008,All,20-29,All,Calcium,"1,003.40",33.4,937.3,"1,069.50",,,,
2007-2008,All,30-39,All,Calcium,962.5,25.4,912.4,"1,012.50",,,,
2007-2008,All,40-49,All,Calcium,959.6,47.1,866.6,"1,052.50",,,,
2007-2008,All,50-59,All,Calcium,930.3,31.7,867.7,992.9,,,,
2007-2008,All,60-69,All,Calcium,847.9,29.8,789,906.7,,,,
2007-2008,All,70 and over,All,Calcium,781.9,20.7,741.1,822.8,,,,
2007-2008,Female,19-Feb,All,Calcium,877.8,40.8,958.5,797.1,,,,
2007-2008,Female,5-Feb,All,Calcium,957.4,44.6,869.3,"1,045.40",,,,
2007-2008,Female,11-Jun,All,Calcium,884.8,24.8,835.8,933.7,,,,
2007-2008,Female,19-Dec,All,Calcium,877.8,40.8,797.1,958.5,,,,
2007-2008,Female,20 and over,All,Calcium,832.8,24.3,880.7,784.9,,,,
2007-2008,Female,20-29,All,Calcium,869.3,36.5,797.1,941.5,,,,
2007-2008,Female,30-39,All,Calcium,850.5,36.3,778.8,922.1,,,,
2007-2008,Female,40-49,All,Calcium,837.6,46.4,746,929.1,,,,
2007-2008,Female,50-59,All,Calcium,865.1,46.4,773.4,956.7,,,,
2007-2008,Female,60-69,All,Calcium,786.1,38.5,710.2,862.1,,,,
2007-2008,Female,70 and over,All,Calcium,743.5,18.8,706.3,780.6,,,,
2007-2008,Male,19-Feb,All,Calcium,"1,173.20",52.8,"1,277.60","1,068.90",,,,
2007-2008,Male,5-Feb,All,Calcium,"1,008.70",38.2,933.2,"1,084.30",,,,
2007-2008,Male,11-Jun,All,Calcium,"1,033.70",55,925.1,"1,142.30",,,,
2007-2008,Male,19-Dec,All,Calcium,"1,173.20",52.8,"1,068.90","1,277.60",,,,
2007-2008,Male,20 and over,All,Calcium,"1,037.60",24.2,"1,085.30",989.8,,,,
2007-2008,Male,20-29,All,Calcium,"1,150.20",52.7,"1,046.00","1,254.40",,,,
2007-2008,Male,30-39,All,Calcium,"1,076.80",36.7,"1,004.30","1,149.30",,,,
2007-2008,Male,40-49,All,Calcium,"1,092.80",58.9,976.4,"1,209.20",,,,
2007-2008,Male,50-59,All,Calcium,"1,004.90",42.7,920.5,"1,089.30",,,,
2007-2008,Male,60-69,All,Calcium,915.6,27.7,860.8,970.4,,,,
2007-2008,Male,70 and over,All,Calcium,836.8,31,775.6,897.9,,,,
2007-2008,All,19-Feb,All,Dietary Fiber,14.1,0.5,15.1,13,,,,
2007-2008,All,19-Feb,Non-Hispanic White,Dietary Fiber,14.6,0.7,16,13.2,,,,
2007-2008,All,19-Feb,Non-Hispanic Black,Dietary Fiber,11.8,0.6,13,10.6,,,,
2007-2008,All,19-Feb,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,19-Feb,Hispanic,Dietary Fiber,14.5,0.9,16.2,12.8,,,,
2007-2008,All,19-Feb,Mexican American,Dietary Fiber,15.3,1.3,17.9,12.8,,,,
2007-2008,All,5-Feb,All,Dietary Fiber,10.9,0.3,10.3,11.6,,,,
2007-2008,All,11-Jun,All,Dietary Fiber,12.9,0.3,12.3,13.4,,,,
2007-2008,All,19-Dec,All,Dietary Fiber,14.1,0.5,13,15.1,,,,
2007-2008,All,20 and over,All,Dietary Fiber,15.9,0.5,16.9,14.9,,,,
2007-2008,All,20 and over,Non-Hispanic White,Dietary Fiber,16.1,0.7,17.5,14.7,,,,
2007-2008,All,20 and over,Non-Hispanic Black,Dietary Fiber,13.1,0.3,13.7,12.5,,,,
2007-2008,All,20 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,20 and over,Hispanic,Dietary Fiber,17.3,0.4,18.1,16.4,,,,
2007-2008,All,20 and over,Mexican American,Dietary Fiber,17.7,0.5,18.7,16.7,,,,
2007-2008,All,20-29,All,Dietary Fiber,15,0.5,14,16.1,,,,
2007-2008,All,30-39,All,Dietary Fiber,16.2,0.8,14.7,17.7,,,,
2007-2008,All,40-49,All,Dietary Fiber,15.8,0.7,14.5,17.1,,,,
2007-2008,All,50-59,All,Dietary Fiber,16.9,0.9,15.2,18.6,,,,
2007-2008,All,60-69,All,Dietary Fiber,16.1,0.5,15,17.1,,,,
2007-2008,All,70 and over,All,Dietary Fiber,15.3,0.5,14.4,16.3,,,,
2007-2008,Female,19-Feb,All,Dietary Fiber,13.3,0.8,14.9,11.6,,,,
2007-2008,Female,5-Feb,All,Dietary Fiber,10.6,0.4,9.7,11.4,,,,
2007-2008,Female,11-Jun,All,Dietary Fiber,12,0.4,11.3,12.8,,,,
2007-2008,Female,19-Dec,All,Dietary Fiber,13.3,0.8,11.6,14.9,,,,
2007-2008,Female,20 and over,All,Dietary Fiber,14.3,0.5,15.2,13.3,,,,
2007-2008,Female,20-29,All,Dietary Fiber,13.3,0.7,11.8,14.7,,,,
2007-2008,Female,30-39,All,Dietary Fiber,13.8,0.7,12.5,15,,,,
2007-2008,Female,40-49,All,Dietary Fiber,14.1,0.7,12.8,15.5,,,,
2007-2008,Female,50-59,All,Dietary Fiber,15.6,0.9,13.8,17.3,,,,
2007-2008,Female,60-69,All,Dietary Fiber,14.9,0.6,13.7,16.1,,,,
2007-2008,Female,70 and over,All,Dietary Fiber,14.1,0.3,13.5,14.8,,,,
2007-2008,Male,19-Feb,All,Dietary Fiber,14.9,0.6,16.1,13.6,,,,
2007-2008,Male,5-Feb,All,Dietary Fiber,11.3,0.3,10.6,12,,,,
2007-2008,Male,11-Jun,All,Dietary Fiber,13.7,0.4,13,14.5,,,,
2007-2008,Male,19-Dec,All,Dietary Fiber,14.9,0.6,13.6,16.1,,,,
2007-2008,Male,20 and over,All,Dietary Fiber,17.7,0.6,18.9,16.5,,,,
2007-2008,Male,20-29,All,Dietary Fiber,16.9,0.7,15.5,18.3,,,,
2007-2008,Male,30-39,All,Dietary Fiber,18.7,1,16.7,20.7,,,,
2007-2008,Male,40-49,All,Dietary Fiber,17.6,0.9,15.9,19.3,,,,
2007-2008,Male,50-59,All,Dietary Fiber,18.4,1.1,16.3,20.5,,,,
2007-2008,Male,60-69,All,Dietary Fiber,17.4,0.6,16.1,18.6,,,,
2007-2008,Male,70 and over,All,Dietary Fiber,17,0.7,15.6,18.5,,,,
2007-2008,All,19-Feb,All,Iron,15.2,0.3,15.8,14.6,,,,
2007-2008,All,19-Feb,Non-Hispanic White,Iron,15.8,0.5,16.8,14.8,,,,
2007-2008,All,19-Feb,Non-Hispanic Black,Iron,13.3,0.7,14.7,11.9,,,,
2007-2008,All,19-Feb,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
